id,mouse-CD4-R1.hisat,mouse-CD4-R3.hisat,mouse-CD4-R5.hisat,mouse-CD4-R7.hisat,mouse-CD4-R9.hisat,mouse-CbirDN-R10.hisat,mouse-CbirDN-R2.hisat,mouse-CbirDN-R4.hisat,mouse-CbirDN-R6.hisat,mouse-CbirDN-R8.hisat,mouse-DN-R1.hisat,mouse-DN-R3.hisat,mouse-DN-R5.hisat,mouse-DN-R7.hisat,mouse-DN-R9.hisat,mouse-MAIT-R1.hisat,mouse-MAIT-R3.hisat,mouse-MAIT-R5.hisat,mouse-MAIT-R7.hisat,mouse-MAIT-R9.hisat,mouse-NKT-R1.hisat,mouse-NKT-R3.hisat,mouse-NKT-R5.hisat,mouse-NKT-R7.hisat,mouse-NKT-R9.hisat
ENSMUSG00000036083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036087,573,0,0,0,0,1,1,363,0,603,0,60,467,0,0,0,0,100,0,0,657,0,95,0,0
ENSMUSG00000036091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036093,7,0,678,0,0,0,87,0,0,1,0,0,150,112,126,0,138,0,0,1003,0,843,0,0,0
ENSMUSG00000036095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036097,351,349,0,0,0,0,46,91,21,1871,27,224,74,0,641,500,160,0,0,0,0,1260,177,33,0
ENSMUSG00000036098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036099,0,855,7,0,3,0,0,1062,0,0,0,909,6,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036104,0,410,302,38,178,2443,0,1341,1400,1071,4,0,69,1510,218,3406,979,402,39,687,1555,170,899,442,2156
ENSMUSG00000036106,0,0,0,0,3,0,0,1727,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036109,0,418,0,0,2740,1278,572,0,1281,0,0,0,801,798,0,0,0,2155,4784,0,0,1390,0,0,1676
ENSMUSG00000036110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036112,890,9,953,0,436,1028,263,1001,851,963,236,542,454,850,986,975,947,1707,0,438,701,1360,1289,139,1413
ENSMUSG00000036114,0,0,0,2299,2,2678,0,2259,787,0,1100,0,0,0,542,1344,1444,944,2022,0,0,1799,2396,0,0
ENSMUSG00000036117,814,553,0,519,1238,1820,326,1383,411,2316,0,0,392,0,19,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036120,0,0,0,4269,0,2290,0,3409,0,0,411,1713,0,1626,0,0,0,0,0,0,0,0,3470,0,6189
ENSMUSG00000036123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036136,0,0,0,0,0,0,0,0,0,0,0,816,0,1110,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036138,5541,8949,918,0,0,2449,0,0,3154,2632,2540,0,1413,4708,9,4428,4051,3306,8366,0,3833,3755,0,1,4109
ENSMUSG00000036139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036151,0,0,0,0,0,0,0,0,0,0,0,0,0,2729,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036155,4729,1814,113,4839,1,8402,1239,3769,4626,1252,2311,2590,2509,2349,2823,3907,2920,2273,5522,3706,2118,7706,5317,398,1649
ENSMUSG00000036158,0,0,0,0,0,326,1296,0,3099,0,0,0,0,0,53,0,0,0,0,0,241,4092,2891,0,0
ENSMUSG00000036160,0,26,0,0,1076,312,0,0,0,2345,0,0,1789,1817,0,0,0,0,2804,0,0,8090,2377,0,0
ENSMUSG00000036162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036167,1035,990,14,1,0,0,695,0,695,880,1175,704,0,18,0,0,0,2140,0,0,0,44,1968,0,131
ENSMUSG00000036168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036180,4355,5806,0,3,5933,0,8474,1740,6422,5055,5963,0,262,3808,4042,6325,15,3622,4,0,1323,21057,6299,3679,9182
ENSMUSG00000036181,2,1309,3895,7575,477,4920,852,4669,4693,1090,4960,1868,3011,4792,998,8410,2475,1957,3407,133,2158,1422,0,8967,2071
ENSMUSG00000036185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036188,0,53,0,1269,2637,0,0,0,29,0,0,0,88,163,0,0,0,0,4551,4485,0,1232,2739,0,0
ENSMUSG00000036192,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036197,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,586,0,0,7,0
ENSMUSG00000036198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036199,2910,3496,2383,1888,6360,5659,4690,3149,3739,2831,5028,3633,2968,5885,3705,2286,1556,7871,3812,4823,4479,7549,1799,1798,3225
ENSMUSG00000036202,185,0,205,0,706,404,202,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0
ENSMUSG00000036206,0,0,0,0,0,0,345,0,0,0,3806,0,0,0,0,0,0,0,0,0,0,0,0,0,128
ENSMUSG00000036208,0,0,0,0,0,0,0,0,1098,0,869,0,0,0,0,0,0,874,0,0,0,0,0,0,0
ENSMUSG00000036211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610
ENSMUSG00000036216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036223,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,664,0,0,132,0,0,0,0
ENSMUSG00000036225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036241,0,570,0,2,0,0,2,0,0,751,0,0,0,282,741,424,447,0,3,2082,964,0,1652,0,25
ENSMUSG00000036242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036246,6704,1491,541,0,0,0,2894,1216,318,0,3203,0,626,3068,3417,0,3506,641,0,107,5389,7415,11655,3965,0
ENSMUSG00000036249,1715,0,0,0,2510,0,0,0,0,0,0,0,0,0,0,736,0,3145,0,3600,0,0,166,0,0
ENSMUSG00000036251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036256,0,0,0,0,0,562,0,0,1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1259
ENSMUSG00000036257,514,446,166,124,2665,434,0,527,425,651,378,0,2,0,571,15,89,1321,0,1718,865,0,0,0,928
ENSMUSG00000036264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1760,0,0,0,0,0,0,0,0,0
ENSMUSG00000036270,4609,323,277,10028,7791,2755,174,0,2323,9116,0,507,0,3600,2487,4989,731,5625,0,0,0,655,5990,0,0
ENSMUSG00000036273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036275,0,157,2194,3240,0,0,2147,1088,3329,2814,1286,0,2139,0,1581,10,1402,3617,0,0,1969,3782,5261,0,2361
ENSMUSG00000036278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774,0,0,0
ENSMUSG00000036281,0,0,0,0,1491,0,0,1679,0,0,2695,2932,0,2246,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036282,0,303,316,0,0,0,0,0,0,500,0,0,0,0,0,45,0,547,0,0,0,0,0,0,0
ENSMUSG00000036285,5294,0,0,0,0,0,1730,0,2468,2226,0,2514,1671,1274,0,0,1,0,0,0,930,3856,0,0,0
ENSMUSG00000036291,0,904,2368,0,9,127,0,0,0,0,0,967,203,508,0,0,1,0,0,0,0,0,198,3530,1160
ENSMUSG00000036292,0,0,43,0,0,0,0,554,0,499,389,244,0,0,0,0,655,0,0,1101,0,0,991,0,0
ENSMUSG00000036295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036299,2849,2111,3315,1091,7657,6351,2043,727,1950,2425,1632,1211,1515,3769,3637,1864,3305,3529,0,0,2118,1467,966,3205,3846
ENSMUSG00000036304,57,1159,0,2985,0,0,1352,32,0,0,0,0,0,0,0,50,0,0,0,128,0,37,0,266,298
ENSMUSG00000036305,68,74,46,91,182,32,54,52,75,53,53,52,48,13,7,37,54,169,2,37,56,40,21,45,116
ENSMUSG00000036306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036309,212,693,36,1256,376,2009,852,661,311,1254,545,178,937,390,794,652,262,74,1143,5,350,46,988,15,534
ENSMUSG00000036315,3529,2932,3025,0,189,631,2038,2927,1465,1956,699,2129,1968,2003,0,586,2067,2115,0,3799,0,461,2947,0,3472
ENSMUSG00000036322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036323,69,205,2551,0,0,579,2247,994,0,2959,0,2014,0,227,2011,1993,0,0,0,0,2200,0,32,3995,0
ENSMUSG00000036327,0,0,0,0,0,0,0,0,2162,0,0,0,0,0,0,0,0,0,0,0,0,0,2529,0,0
ENSMUSG00000036330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,142,0,0,0
ENSMUSG00000036333,3014,40,84,0,0,241,320,2248,1109,1,1947,0,0,0,1442,495,0,592,0,0,35,0,1063,0,680
ENSMUSG00000036334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036339,0,1220,1397,0,0,0,618,0,2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036352,0,368,0,0,0,2354,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036368,0,1759,0,1592,0,0,12,0,0,0,0,0,175,0,0,0,0,0,0,0,41,0,248,0,19
ENSMUSG00000036371,2802,3220,6634,2433,2911,2381,1369,4474,1471,4231,1484,2713,1645,2431,2773,3160,1875,3729,3119,5,3207,2671,4783,642,2108
ENSMUSG00000036372,956,1812,317,4958,1786,3763,2222,1141,4447,2223,1818,886,1087,956,980,1039,1953,1094,2148,1304,800,1696,907,3474,1313
ENSMUSG00000036376,7342,1710,498,3667,0,6339,1683,1541,2858,4220,1411,0,5718,985,2678,0,4274,0,0,0,1905,525,4078,0,2706
ENSMUSG00000036377,0,0,0,0,0,0,0,0,0,0,0,1836,0,0,0,74,0,0,0,0,0,0,0,0,0
ENSMUSG00000036381,782,996,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,381,0,0,0,0,0,0
ENSMUSG00000036390,0,446,0,0,0,0,0,611,0,0,0,735,0,159,0,0,0,0,0,1043,0,0,0,0,0
ENSMUSG00000036391,8,582,2504,0,879,1404,0,0,2838,645,0,27,1122,0,430,8,780,3170,0,0,0,0,11,2757,771
ENSMUSG00000036395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036398,1696,577,58,2486,1464,4764,5122,4776,7110,4176,5252,438,2687,1380,3465,3420,4938,6864,2539,1686,1813,3298,3536,7447,932
ENSMUSG00000036401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036402,0,152,0,0,0,160,460,0,0,0,243,103,0,2028,6,330,0,0,0,0,0,0,7,0,155
ENSMUSG00000036403,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1088,0,0,0
ENSMUSG00000036411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036427,14059,8668,18733,0,18164,21208,4011,0,8266,10615,20013,11364,4917,5541,13142,953,8237,13691,1402,133,3889,14415,9710,13317,6348
ENSMUSG00000036430,2517,0,5965,0,0,1633,2575,0,2675,0,1569,4148,972,0,0,1922,1,3658,0,0,1739,0,1700,4818,0
ENSMUSG00000036432,1505,0,0,1505,0,0,0,0,3,513,0,0,83,0,681,1716,360,0,4896,0,1505,0,0,0,0
ENSMUSG00000036435,0,642,0,2618,936,0,0,0,2236,0,60,1607,13,0,0,0,0,0,0,0,0,2051,114,0,0
ENSMUSG00000036437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036438,3850,3945,5531,7701,7550,3817,2877,4367,4529,5304,1510,1339,3330,3911,3146,3108,2050,5702,4081,4793,2739,2073,5865,3838,3267
ENSMUSG00000036442,0,0,0,0,0,2267,0,0,0,0,2223,0,0,5325,0,0,0,6470,0,0,0,4197,0,0,0
ENSMUSG00000036446,0,246,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036450,0,0,615,0,0,2020,927,1054,387,0,0,2149,1569,0,0,1345,0,0,0,3518,0,306,0,0,0
ENSMUSG00000036452,1074,2499,504,0,0,2577,3155,89,2737,1088,203,1795,466,1679,4568,3013,4840,8489,3620,10275,2582,1074,3358,1781,465
ENSMUSG00000036459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036461,4649,8450,5344,4902,3692,1859,2272,2789,2601,2259,5726,2358,3183,2844,3437,3781,5059,4946,1231,7227,3527,5556,4344,10365,5872
ENSMUSG00000036463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036473,0,0,119,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,592,0,0,0,0
ENSMUSG00000036478,6302,8102,8519,7522,4522,5351,5809,6215,6499,6452,6452,5139,4622,5068,4057,4725,4611,7718,11272,8662,3913,14717,7336,3532,5702
ENSMUSG00000036480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2721,347,26
ENSMUSG00000036499,70,211,1187,0,0,110,0,0,252,168,428,300,113,45,570,0,233,52,0,0,0,1255,0,0,496
ENSMUSG00000036500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036501,722,176,1436,874,1470,119,596,668,0,815,719,28,294,247,243,0,451,0,0,0,32,308,232,0,1381
ENSMUSG00000036502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036503,2,1162,0,0,0,1,1026,1434,0,0,0,1260,468,0,0,599,467,11,1,1633,0,122,96,1199,0
ENSMUSG00000036504,524,193,172,0,288,119,89,93,130,113,0,334,132,0,109,0,0,244,0,359,165,217,117,0,0
ENSMUSG00000036510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036513,0,926,0,0,0,641,793,614,504,0,718,440,0,0,0,0,0,25,2501,0,1053,0,0,0,0
ENSMUSG00000036521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036526,2774,2281,10661,0,9708,8674,937,3477,6811,7486,0,0,4697,1666,0,2412,4307,0,13834,6125,48,2175,10110,9532,2391
ENSMUSG00000036528,0,0,0,0,0,0,0,0,2283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036529,11456,0,13783,0,266,333,171,2421,6940,2451,5941,2826,5410,1014,207,3179,601,7043,0,0,4766,351,2235,6132,14430
ENSMUSG00000036533,0,993,0,0,0,2289,3095,616,4679,1416,670,146,2429,1505,537,592,3812,0,2704,4750,5089,197,2720,1445,1084
ENSMUSG00000036534,2424,0,0,0,0,747,1525,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036545,0,0,0,0,0,0,0,0,4054,0,0,3451,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036550,884,822,0,0,3042,652,1875,134,1274,0,0,208,8,881,1528,481,476,2030,0,12,10,1873,237,931,2680
ENSMUSG00000036551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036552,53,13,0,0,0,0,517,0,0,142,43,0,686,0,0,0,0,0,0,0,4,710,0,142,0
ENSMUSG00000036553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036555,0,2396,0,0,0,3,0,0,0,1974,0,0,0,0,1,1607,703,0,0,0,0,0,2210,0,692
ENSMUSG00000036557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036561,4483,753,0,2467,0,1140,0,0,0,6,142,0,0,113,4305,837,2,5622,0,0,40,0,0,0,0
ENSMUSG00000036564,0,0,0,5814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9676,0,0,0,0,0
ENSMUSG00000036565,0,0,1817,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,0,328,0,0,0,0
ENSMUSG00000036568,0,0,0,0,0,0,24,650,798,0,892,0,0,0,0,0,0,149,0,0,902,0,0,0,0
ENSMUSG00000036570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036572,4,11,0,0,0,0,120,0,259,0,0,83,324,0,0,118,0,0,0,0,107,379,289,0,0
ENSMUSG00000036574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036580,66,0,0,0,0,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036587,0,0,0,0,0,0,0,0,0,0,1497,0,0,1239,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036591,0,0,0,0,0,0,0,0,0,1660,0,0,0,92,0,0,0,245,0,0,2432,0,0,0,0
ENSMUSG00000036594,0,0,0,0,0,0,0,0,0,0,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036599,0,0,0,0,0,0,1374,1915,9372,0,0,0,0,1333,0,0,4752,0,0,0,0,0,0,0,0
ENSMUSG00000036602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036606,0,0,0,0,0,0,0,0,0,0,0,0,0,8947,0,0,0,0,0,0,1444,0,0,0,0
ENSMUSG00000036611,0,0,0,0,0,1,2208,5061,1412,3329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036613,12,2370,852,2,3268,68,2931,2441,3124,4474,0,0,1643,0,0,0,141,908,0,0,0,0,194,1848,0
ENSMUSG00000036615,259,531,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,2571,0,0,0,0,0,0,0
ENSMUSG00000036617,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036620,0,0,0,0,0,0,0,0,0,0,0,0,0,3230,0,0,0,0,149,0,0,0,0,0,0
ENSMUSG00000036622,0,4539,0,0,0,363,0,0,5161,0,0,0,1096,3128,0,0,0,0,0,0,0,0,0,0,4580
ENSMUSG00000036632,0,715,0,0,2070,118,667,888,0,752,2,0,222,555,1540,0,790,0,0,5160,770,2337,0,0,0
ENSMUSG00000036634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036636,0,0,0,4021,0,282,0,4940,690,0,4135,0,0,1693,4428,0,176,0,0,0,4544,800,0,7399,0
ENSMUSG00000036639,0,0,888,0,6,0,658,787,1140,0,0,0,0,635,0,846,0,0,0,0,0,0,1146,0,0
ENSMUSG00000036641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036644,0,0,761,350,0,4185,6102,76,1646,5921,383,1358,0,3274,6348,10205,4,139,0,0,4291,1870,1842,0,3827
ENSMUSG00000036646,897,0,939,0,0,957,935,2798,1424,4577,234,0,1125,0,0,655,0,0,0,0,2485,0,1497,1812,0
ENSMUSG00000036647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036661,0,0,0,0,0,0,0,0,0,0,0,0,364,0,3650,0,816,0,364,0,0,0,0,0,5735
ENSMUSG00000036667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036672,0,0,0,0,0,0,187,1442,0,0,2510,0,0,0,0,0,0,0,0,0,0,3017,0,6635,0
ENSMUSG00000036676,0,0,0,1903,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
ENSMUSG00000036678,3016,0,2840,0,5538,2514,0,0,341,0,320,0,0,0,2480,687,230,0,0,0,2193,2989,4968,0,4153
ENSMUSG00000036686,23,6,0,0,0,2806,1132,2107,1787,2979,0,86,0,131,334,0,0,1011,1415,0,1740,2805,0,2976,803
ENSMUSG00000036687,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,0,0,0,0,0,0,0,0,0,0,1309
ENSMUSG00000036693,631,1644,1995,75,7,27,0,0,808,0,0,0,23,536,18,0,0,12,0,8,0,0,0,3836,0
ENSMUSG00000036698,2647,6261,8494,2595,570,867,2638,4226,2739,0,185,4501,6289,1042,5115,3487,6777,217,0,0,1293,7807,307,7018,2928
ENSMUSG00000036699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036707,2688,0,516,0,2386,51,29,0,1956,1,0,0,0,0,9,442,47,2165,0,1875,1952,0,1064,2291,0
ENSMUSG00000036712,939,951,25,1507,335,74,1022,441,3,139,905,0,1184,1454,2879,758,493,4062,805,0,0,1515,2507,151,0
ENSMUSG00000036718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
ENSMUSG00000036721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1077,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036733,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036737,1735,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,150,0,0,0,0
ENSMUSG00000036743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
