,CD161int 1,CD161neg 2,CD161hi 1,CD161neg 1,CD161hiCD56pos 3,CD161hi 3,CD161hi 2,CD161int 3,CD161hiCD56pos 2,CD161neg 3,CD161hiCD56pos 1,CD161int 2
79073,213,14,306,125,93,51,515,223,298,649,28,134
54972,0,0,0,0,0,0,3,0,0,0,0,0
51296,0,0,1,0,0,0,62,0,0,0,0,0
923,904,661,1519,1313,624,1161,1465,1006,1341,1685,1597,621
921,297,158,805,597,363,105,428,460,192,446,414,363
55048,11,0,3,33,9,0,17,2,6,31,0,10
643834,0,0,0,0,2,0,0,0,0,3,0,1
643847,0,0,0,0,2,0,0,0,0,3,0,1
5222,0,0,0,0,2,0,0,0,0,3,0,0
220001,0,2,2,9,2,2,0,0,2,1,0,0
1642,309,448,222,686,230,1022,537,394,489,1216,493,655
26007,262,0,150,29,71,82,47,12,0,42,94,36
220002,0,51,210,0,11,24,118,0,101,0,0,18
51524,1218,548,790,1112,1189,1794,434,1133,643,1373,1839,652
51259,1082,221,855,845,1326,1092,810,1061,1311,1839,580,444
79869,408,435,247,558,498,425,384,316,540,860,289,474
54949,2510,1457,1555,3630,2385,4273,1721,2782,4064,5556,2116,1618
220004,79,136,0,32,0,0,8,1,0,0,0,15
100616470,0,0,0,0,0,0,0,0,0,0,0,0
390205,0,0,0,0,3,0,0,0,0,0,0,0
9066,5,4,0,1,0,2,0,0,0,0,0,0
101927495,0,0,0,0,0,2,0,0,0,0,0,1
113157,82,64,140,148,179,232,266,162,223,273,147,100
747,1,0,0,0,0,0,3,0,0,2,0,0
745,0,0,0,4,0,0,9,0,84,0,0,0
26070,0,0,0,0,0,0,0,0,0,0,0,0
746,8574,3133,3643,4891,9042,10204,3844,4560,8159,9507,5140,4479
693196,0,16,0,0,4,20,6,4,0,0,0,0
2237,48,4,368,197,3,157,453,697,469,726,11,0
3992,2,0,0,41,0,44,0,157,6,0,0,1
100302263,0,0,0,0,0,0,0,0,0,0,0,0
9415,0,0,7,0,0,0,0,0,1,13,1,1
3995,57,37,103,90,4,52,82,73,222,581,126,14
102465446,0,0,0,0,0,0,0,0,0,0,0,0
5866,0,0,0,0,2,0,0,0,1,2,0,0
7439,25,2,9,1,46,2,43,0,45,8,99,1
2495,277194,190211,240477,434784,344075,589471,326303,480616,365896,1163621,229927,240608
3619,19,1,0,0,0,1,24,0,0,1,0,2
10648,0,0,0,0,0,0,0,0,0,0,0,0
4246,0,0,1,0,0,1,0,0,0,0,0,0
10647,0,1,1,0,0,0,0,0,0,0,1,0
4250,2,0,0,0,0,2,1,0,0,0,0,0
404552,0,0,0,4,0,0,0,0,0,0,0,0
80150,1,0,42,0,2,2,1,1,3,67,2,0
7356,0,0,0,0,0,0,0,0,0,0,0,0
79026,5856,3154,4932,6649,5144,7008,6487,4224,6206,5633,6420,4469
1937,4487,3561,6375,9675,5223,6447,8912,6967,7524,12772,5677,4682
102465447,0,0,0,0,0,18,3,0,0,0,0,0
64852,6,168,0,13,5,1,10,28,5,0,0,69
9219,27,77,20,32,33,107,73,41,117,49,17,14
256364,82,26,31,11,24,34,113,77,186,103,124,10
6094,93,0,0,0,1,0,44,0,7,0,0,0
26229,97,59,101,370,6,267,461,90,40,103,265,2
23193,115,9,21,84,4,110,181,30,241,168,29,90
80789,7,24,9,13,47,47,77,60,79,65,0,165
102288414,218,108,93,183,166,224,125,130,215,217,93,127
79081,28,1,48,91,0,0,25,15,160,3,49,0
751071,259,212,187,421,410,413,554,242,460,612,352,369
692158,0,0,0,0,0,0,0,0,0,0,0,0
790955,264,79,273,312,487,374,256,245,621,483,498,181
51035,1603,616,1522,1918,782,1706,1596,1274,1491,2706,880,1315
221091,2,0,0,2,0,2,0,0,2,0,5,2
26580,0,31,4,6,0,10,21,0,73,3,18,18
100534595,0,0,0,0,0,0,0,0,0,0,0,0
2785,0,41,0,0,0,0,0,0,98,0,0,0
221092,152,82,122,254,98,227,202,32,16,329,75,10
283237,86,163,1,335,253,264,12,472,294,382,86,791
79842,2,2,33,6,7,2,13,34,184,116,4,83
5436,6428,2240,2718,3782,3997,5344,2807,3932,4395,5982,2276,3967
10629,1,0,0,13,10,5,38,2,75,39,0,7
374395,2274,613,1214,2573,2413,4239,1622,2552,1423,5381,1361,1306
102465448,4,19,0,0,0,0,0,4,0,24,0,0
79064,373,90,50,251,156,1,314,268,645,241,9,160
10482,3010,3160,4223,6553,1876,2852,6300,3998,6199,10592,1724,3035
102465257,0,0,0,3,1,0,22,0,4,0,0,0
6811,288,106,649,987,1539,270,939,563,632,1833,37,154
54663,2254,1294,1276,2015,599,1733,1907,2104,1340,5987,1090,1971
26855,903,381,845,1209,840,1250,1470,467,1140,989,2214,779
23642,3770,2513,2004,3521,2336,4479,4730,3023,5010,4933,1843,3015
9304,82,104,19,43,110,100,151,71,117,93,41,183
9298,140,60,10,42,48,23,99,22,164,76,20,56
9299,0,32,0,0,22,2,4,0,56,0,0,0
9297,17,35,3,0,15,0,33,0,47,35,0,14
9300,0,26,1,0,30,0,38,1,40,36,42,2
9301,33,18,19,47,16,2,17,17,39,28,26,0
9302,23,24,6,27,21,11,19,1,5,4,1,8
9303,43,12,16,9,59,0,13,44,0,28,12,8
6520,1257,1176,1275,1596,1520,1144,2536,2737,2922,4339,489,1430
1128,0,0,0,0,0,0,0,0,0,0,0,0
9356,1,0,0,0,0,0,0,0,0,0,0,0
9376,0,1,0,0,3,1,0,0,0,0,0,0
283238,2,3,1,0,0,2,2,0,0,1,2,4
387601,0,3,3,0,1,1,6,0,2,0,1,2
387775,1,0,2,5,1,2,1,1,1,1,1,2
114571,0,0,0,0,0,5,2,0,2,1,0,1
117245,1,1,1,0,3,2,0,0,0,0,3,0
85329,2,0,0,0,0,1,0,0,0,0,2,2
5920,4014,1462,3015,2523,4139,4482,1297,2858,2278,3281,2989,1580
54979,7,27,2,0,90,128,64,30,82,0,51,73
11145,130,534,207,522,897,1128,276,463,997,653,692,189
25923,204,230,865,391,795,1999,581,720,998,1014,982,764
10313,556,620,1626,1448,1405,1705,1378,1600,2644,3016,813,685
65998,0,1,3,0,0,0,51,0,112,4,76,1
144097,31,52,27,0,18,3,63,20,42,49,18,0
105369337,0,0,0,3,1,0,0,0,0,0,1,1
2011,0,113,148,19,57,141,57,82,88,10,13,101
283248,0,0,0,0,1,0,0,0,2,0,0,0
79829,8,1,194,273,60,25,22,19,2,1,77,4
100873759,0,0,0,0,0,0,0,1,1,0,1,1
1351,8733,4639,4590,6421,10394,10789,4977,6510,7650,10991,6139,4495
55611,3424,2342,2931,5534,5013,7571,4277,5503,4895,12379,3301,2695
28992,0,87,0,68,2,0,50,0,0,0,15,0
23769,0,0,0,0,1,1,0,0,0,0,0,0
10963,773,272,594,562,757,881,1420,295,1235,697,310,627
83706,137,48,129,479,125,152,131,131,291,283,97,79
83707,587,73,299,403,435,255,423,50,610,250,393,455
84304,428,419,130,472,121,354,194,115,535,482,42,209
3338,53,90,166,83,80,0,89,222,113,252,92,12
7423,247,0,193,317,210,90,163,272,388,78,43,123
2286,1892,931,2080,1432,2078,3415,1894,1435,2550,3072,2265,1014
26472,748,158,217,761,610,583,487,408,952,435,834,276
5331,4,0,21,0,31,2,1,2,19,4,25,0
56834,132,94,63,21,403,61,156,56,141,266,200,24
572,90,146,238,307,326,573,298,366,459,796,238,200
50801,0,0,0,0,0,0,0,0,1,0,0,0
25858,11,0,0,0,0,25,0,0,0,13,0,0
2101,0,0,0,25,0,5,13,52,0,0,17,30
51504,5911,2708,4607,6823,6944,8844,4093,6218,5138,12079,5158,3769
25824,4006,743,2094,3102,3026,3823,1279,1895,2363,4321,2863,1529
283234,46,123,246,137,126,38,178,87,125,438,129,184
102466815,0,0,0,0,0,0,0,0,0,0,0,0
8986,0,0,4,45,2,1,0,0,38,0,0,6
100302280,0,0,0,0,0,0,0,0,0,0,0,0
100996455,0,0,0,0,0,1,0,0,1,0,1,0
55867,1,2,2,0,0,0,1,0,0,0,2,0
116085,0,0,0,0,0,1,0,0,0,0,0,0
9379,2,0,0,0,0,0,0,0,0,0,0,0
10235,577,1004,758,1087,1087,898,1317,1161,1700,1984,660,631
5837,0,114,58,66,178,2,101,91,235,133,1,160
7536,1984,1836,2125,2852,1511,2699,3923,1965,2611,4603,1592,2520
5871,44,65,148,28,0,2,44,13,44,240,62,99
4221,14,30,145,83,60,27,37,7,10,12,51,58
55561,0,0,2,0,1,4,0,0,0,0,0,59
10938,477,535,930,513,492,718,706,378,616,718,1033,621
406967,0,0,1,0,0,2,0,0,0,0,0,1
406970,0,0,0,0,0,0,0,0,0,0,0,0
23130,22,16,121,114,183,20,14,95,163,29,121,9
102466192,0,0,0,0,0,0,0,0,0,0,0,0
102466727,0,0,0,0,0,0,0,0,0,0,0,0
5526,19,61,0,16,14,0,1,0,0,0,0,27
170589,0,0,0,0,1,0,1,2,0,0,0,1
283129,1,2,0,1,0,2,0,1,0,2,3,1
116071,0,0,0,0,0,0,0,0,0,0,3,0
100528018,0,0,0,0,0,0,0,0,0,0,0,0
402,499,267,226,119,218,461,205,450,424,534,286,86
102466756,0,0,0,0,0,0,0,0,0,0,0,0
29907,0,0,0,0,0,0,0,0,0,0,0,0
29901,0,0,69,90,18,10,23,0,0,0,1,0
10004,359,49,93,0,177,315,0,80,16,141,153,120
113130,94,0,0,1,0,1,43,0,0,0,0,0
7542,322,275,185,306,231,325,177,262,226,280,31,80
100130348,2,0,0,13,0,0,0,0,0,0,0,0
738,176,295,169,51,230,230,300,394,190,89,158,218
7108,32,0,38,92,0,3,38,125,198,0,18,28
741,93,82,0,177,31,619,0,153,10,374,89,138
2197,16914,15869,13492,21764,19655,25646,25285,23105,26132,48222,18528,21886
740,255,44,445,187,229,11,553,325,220,1480,64,1
84447,213,632,495,436,637,1822,538,1273,1845,1757,742,697
102465449,0,0,0,0,0,0,0,0,0,0,0,0
387778,3,0,0,0,0,0,0,0,0,0,0,0
728975,0,0,0,0,2,91,0,21,0,2,0,0
823,4,60,125,19,30,327,118,68,136,230,25,30
440044,0,0,0,0,0,0,0,2,0,1,1,0
23649,30,23,27,200,121,81,208,4,110,40,17,182
10435,0,0,0,0,0,1,0,0,0,0,82,2
5977,272,46,392,174,163,28,344,155,101,399,184,449
220359,0,1,0,0,0,0,8,0,0,0,0,0
283130,323,138,309,254,336,346,371,358,693,440,315,126
83786,519,99,126,496,350,614,179,168,91,787,347,50
283131,5511,3020,3010,6867,3359,4751,5608,4188,4363,8513,4165,4017
693197,0,0,0,0,0,0,0,0,0,0,0,0
101927789,698,282,478,390,489,432,351,382,614,292,247,349
378938,4044993,2608813,1668379,3647971,1926694,2902464,2588355,2119589,3390056,3804041,2755229,2583924
57410,74,15,24,26,1,180,148,95,402,14,1,0
4054,18,257,35,10,0,88,82,129,4,89,24,92
254100,56,44,29,243,183,121,69,76,94,41,43,143
10534,1777,1289,1499,1781,2490,3061,1359,2107,2273,3421,1367,1111
23625,232,345,237,565,528,648,582,652,543,1006,683,285
254102,44,85,124,41,40,247,21,50,0,47,106,72
10089,0,0,0,0,0,0,0,0,0,0,0,0
4296,93,27,42,78,10,19,101,41,93,190,137,30
399909,212,127,64,246,70,138,136,84,144,67,163,356
100616292,0,0,0,0,0,0,0,0,0,0,0,0
6494,152,89,203,52,157,16,268,210,58,310,442,49
100616284,0,0,0,0,1,0,1,0,0,0,0,0
5970,477,365,269,474,562,706,1074,522,650,967,487,146
10524,25,57,7,88,0,0,16,154,0,170,32,153
84153,1351,340,1033,1334,1962,1484,942,1016,789,2123,1098,676
91056,2,3,12,1,25,1,60,60,19,1,11,7
5017,0,1,0,0,0,0,0,0,0,0,0,0
101927828,0,0,0,0,0,0,0,0,0,0,0,0
101927853,0,45,2,0,3,52,0,0,0,1,79,7
254122,0,0,25,0,2,2,19,0,0,0,3,0
1072,7255,5001,13705,14119,15299,14068,15620,18351,16208,31793,8686,6868
80198,51,34,23,10,5,0,128,7,1,3,0,27
30008,0,2,0,0,0,0,0,0,0,0,3,0
1521,329,231,1039,1016,1996,1008,802,1103,1352,2827,815,267
9158,412,145,237,97,123,649,275,658,576,545,597,247
11007,237,321,262,697,557,350,312,526,667,443,471,366
8061,407,27,356,498,424,9,1090,207,326,356,301,96
83638,83,14,164,135,361,0,329,24,0,446,1,0
10589,1254,842,1747,1400,1987,1802,1659,1818,2315,3394,1695,1418
254187,3,0,0,0,0,0,1,0,0,0,0,0
9092,138,20,62,69,46,86,72,116,19,277,201,109
84285,1347,1018,1073,1147,1788,1683,1065,1521,1014,3312,909,1222
8815,3364,850,903,2040,3090,3288,1379,1652,3278,3493,1476,1633
1474,0,0,0,0,0,0,39,0,0,1,0,0
117144,2,0,0,0,0,0,0,0,3,0,3,0
89792,0,0,0,0,1,0,0,0,0,1,0,0
10992,541,804,990,1168,590,757,1198,573,1262,1236,566,387
55690,149,126,112,283,126,71,271,34,196,94,134,211
64837,78,10,39,24,27,51,24,59,125,6,61,10
81876,164,114,211,335,428,225,359,624,535,636,235,182
254263,1,38,103,72,139,194,157,10,10,49,165,84
10897,677,96,257,501,636,310,696,799,549,940,327,499
256472,0,0,0,1,0,0,0,0,0,0,0,0
57124,0,0,0,1,0,0,0,1,0,0,0,0
9610,8,0,5,0,22,14,15,0,5,0,1,19
25855,297,2,548,600,154,568,764,141,361,591,212,479
11041,96,0,0,0,0,27,8,2,0,0,76,101
102724064,14,0,15,19,25,5,14,0,43,0,22,14
100189285,4,5,0,4,4,6,17,1,2,0,2,7
3177,3,16,11,5,22,6,0,15,6,3,0,2
266743,0,0,0,0,1,0,0,0,0,0,0,0
65003,667,474,367,703,806,837,560,708,229,1127,371,586
246330,13,0,10,0,0,0,0,1,1,0,0,0
101928069,42,62,7,84,41,26,92,38,106,98,0,55
10072,0,0,7,38,8,29,54,88,0,32,60,0
582,114,69,137,31,113,30,155,90,228,40,0,44
254359,91,81,165,0,34,110,6,68,85,2,107,42
89,0,0,1,0,0,0,0,0,0,0,0,0
8722,15,0,0,7,0,0,57,0,0,0,0,69
55231,0,0,0,0,0,0,50,0,0,3,0,0
9973,336,107,123,73,385,186,387,241,232,237,578,487
10432,497,160,276,473,531,116,360,295,78,281,180,194
100526737,0,0,0,0,0,0,0,0,0,0,0,0
5936,2448,1082,1156,1855,1768,2753,2311,2756,2537,4204,1701,1830
83759,1115,534,866,1137,769,1588,1544,958,2514,1979,563,631
6712,13,3,2,1,1,52,100,3,6,5,6,1
105369445,0,0,0,0,0,0,0,0,0,0,0,0
79703,168,224,47,333,153,232,196,213,72,307,137,151
9986,80,89,170,249,301,150,309,810,354,565,50,4
5091,0,0,0,13,0,0,9,68,0,0,1,52
78999,0,0,0,0,6,0,18,0,0,0,2,0
100423029,0,0,0,0,0,0,0,0,0,0,0,0
254439,0,0,0,0,0,0,0,0,0,6,0,0
91683,0,0,0,0,0,2,1,0,2,0,0,2
102465518,0,0,0,0,0,0,0,0,0,0,0,0
29984,0,0,0,0,0,0,0,0,140,0,0,0
22992,1730,1693,1633,1867,703,1523,2289,1068,3063,2468,1366,1710
156,4,55,143,175,102,226,349,81,259,119,162,39
338692,167,15,14,7,120,1,60,9,78,215,28,15
54961,0,0,0,44,0,0,0,17,67,0,1,0
100130987,13,0,0,0,44,28,0,0,79,43,34,39
57804,1214,252,586,351,961,1102,1021,652,524,1354,97,625
23529,2,6,0,95,21,1,80,0,89,0,59,0
5883,182,4,47,35,38,6,53,1,104,6,46,21
5499,1187,552,1423,1327,1427,1518,1868,1557,2699,3902,994,1092
374403,395,480,490,795,197,560,1076,420,765,540,379,606
57571,0,0,1,0,0,1,37,101,1,4,1,1
6199,220,0,149,45,6,228,241,90,587,0,4,28
5790,4148,1414,1640,2529,1635,2678,1802,2078,2923,3206,1889,2180
57175,1644,500,701,1088,955,1035,419,1275,596,1507,492,833
390212,0,0,0,0,0,0,0,0,0,0,0,0
57010,4,5,39,23,5,2,2,0,3,16,3,1
80194,1361,548,644,971,1085,1034,740,604,1681,2638,897,1067
9049,1067,1129,1031,1178,1487,1087,1836,1467,1495,3046,862,768
102465450,0,0,0,0,0,0,1,0,0,0,0,4
9600,12,0,28,4,2,36,59,0,0,77,0,30
10263,3253,2824,2860,3996,4128,6280,3910,6408,5601,9385,2554,2648
51475,0,0,0,0,0,0,0,0,0,0,0,0
2950,3511,1272,2590,2780,3785,4577,2244,2284,3618,4077,3600,1659
100505621,2,0,0,0,0,1,0,0,1,5,0,0
4723,315,483,410,441,684,617,583,726,436,596,305,313
390213,0,0,0,17,33,0,9,0,0,76,0,0
254552,66,81,0,165,117,0,68,0,0,49,61,0
347853,1,0,0,0,0,0,0,0,0,0,0,0
91703,0,0,0,37,0,2,0,0,0,0,0,3
222,0,0,0,0,0,0,0,0,0,0,2,0
645332,7,5,12,22,24,25,5,126,26,149,45,3
100873760,6,0,2,1,0,2,1,3,4,38,2,0
81622,18,13,35,23,327,24,8,202,257,1,67,0
221,1,0,4,1,0,0,0,0,3,3,0,0
4728,1904,1388,1683,2141,2647,2460,1686,2349,2799,3871,2234,1288
102465669,0,0,2,0,0,0,0,4,0,0,0,0
100616403,0,0,0,0,13,23,0,0,0,0,0,0
10312,261,246,321,305,338,208,275,322,544,453,362,423
102465451,1,0,0,0,0,0,0,0,0,0,0,0
1119,568,114,284,902,54,224,308,503,17,1221,188,483
51111,1894,283,798,725,948,1158,447,663,1192,570,913,375
53838,13,12,54,2,46,0,3,98,91,3,126,0
4041,0,1,0,0,0,0,0,0,0,0,3,1
55291,3854,2415,2873,4242,3010,6106,2156,3780,3176,9173,3611,2608
51083,0,0,0,2,0,0,33,0,0,0,0,0
9633,0,0,70,10,0,1,1,1,2,2,6,0
1374,57,45,63,74,126,163,207,90,66,266,146,57
219927,2284,1482,1692,1920,2299,2442,1568,2719,1629,4121,1710,1605
3508,25,46,107,203,27,29,426,52,54,139,148,178
116512,0,0,0,0,0,0,0,0,0,0,0,0
116535,0,0,0,0,0,0,0,0,0,0,0,0
101928200,0,0,0,0,0,0,0,0,0,0,0,0
219931,48,4,22,8,7,21,0,38,2,33,10,0
100422846,0,0,0,0,0,0,0,0,0,0,0,0
338694,1,0,0,0,0,0,0,1,0,0,6,6
26579,0,0,0,0,0,0,74,0,97,0,1,0
101928292,1,0,0,0,0,0,0,4,0,0,0,0
595,146,0,6,0,0,0,0,69,1,0,2,113
220064,142,10,9,182,37,102,87,91,28,131,106,3
9965,0,0,0,0,2,0,0,0,0,0,0,0
2249,0,0,0,0,1,0,0,0,0,0,0,0
2248,0,0,0,0,0,0,0,0,0,0,0,0
101928443,1,1,1,0,0,1,1,0,0,0,1,2
100009613,0,0,0,0,0,1,0,1,0,0,0,0
55107,1,0,2,0,0,1,6,0,2,2,0,0
8772,28,0,4,168,65,6,209,7,0,215,70,115
8500,421,236,261,641,274,262,371,288,581,339,26,22
100313770,0,0,0,0,0,0,0,1,0,0,0,0
2017,3,0,62,0,0,0,0,0,0,45,1,37
22941,2,1,0,0,3,6,1,1,3,3,4,4
100874198,0,0,1,0,2,3,0,0,3,1,0,1
220070,0,0,0,0,0,0,1,0,0,0,0,0
100500844,0,0,0,0,0,0,0,0,0,0,0,0
399923,2,1,6,0,0,4,0,0,0,0,1,1
1717,163,65,124,257,3,170,114,0,8,440,0,104
55191,164,97,153,253,244,254,215,457,216,524,81,183
102466728,0,0,0,0,0,0,0,0,0,0,0,0
440050,0,0,0,0,0,0,0,0,0,0,0,0
57830,0,0,0,0,0,2,0,0,0,0,0,0
3846,0,1,0,0,0,2,0,0,0,0,0,1
387273,0,2,0,0,0,0,0,0,0,0,0,0
440051,0,1,0,0,0,0,0,0,0,0,0,0
55199,0,5,46,13,32,7,12,44,33,30,101,5
285407,3,0,1,6,6,0,11,2,3,15,5,1
100131539,0,2,0,0,12,0,0,1,1,0,1,2
245911,0,0,0,0,0,2,0,0,0,0,0,0
100133315,31,1,22,96,149,4,1,11,26,470,12,7
100129216,22,1,11,22,0,0,0,0,1,36,0,2
55298,102,121,51,3,240,0,94,33,18,174,253,113
10068,140,200,36,293,354,214,253,274,664,202,47,212
4926,380,112,437,517,418,574,599,458,508,441,243,631
100128494,1,0,6,1,13,0,0,0,0,0,0,0
100422953,0,0,0,0,0,0,2,0,0,0,2,0
220074,13,123,20,71,50,191,16,44,301,20,355,11
55004,416,82,760,415,495,462,609,576,945,1716,352,242
25906,434,329,216,637,559,727,342,737,555,838,478,504
2352,0,0,0,1,0,0,0,0,0,0,1,0
2348,0,1,0,0,0,0,0,0,0,0,0,0
2350,0,0,0,1,0,1,0,0,0,0,1,0
3636,78,2,52,8,0,0,89,0,80,10,7,3
401,0,0,0,0,0,0,0,0,0,0,0,0
81570,0,0,38,6,145,0,89,1,66,0,3,119
101928555,0,0,0,0,0,4,0,2,0,9,0,0
5138,100,48,74,120,110,201,74,103,1,162,105,48
406931,0,0,0,0,0,0,0,0,0,0,0,0
116985,32,151,167,41,83,133,164,155,380,210,65,57
10809,70,235,157,163,96,274,65,162,86,65,102,40
100616410,0,0,0,0,0,0,0,0,0,0,0,0
89849,80,86,78,3,91,440,185,84,79,530,137,192
9873,431,132,591,673,362,688,496,459,436,676,611,789
5029,1,0,0,0,0,1,0,1,1,0,1,0
5031,0,0,0,0,1,0,0,2,1,0,2,0
9828,0,0,2,0,0,2,0,0,0,0,0,0
84957,212,87,62,64,147,456,122,326,271,347,316,39
23201,7,158,8,76,287,468,265,10,473,73,116,79
105379411,53,3,0,0,0,0,18,26,0,28,0,3
58473,0,23,18,255,0,0,27,74,1,257,1,20
5870,1174,922,1325,1267,1010,1686,1077,1312,1618,2122,218,650
51642,1065,745,780,1000,1755,2655,728,1061,1963,2491,1290,707
51287,544,163,428,344,807,438,626,310,1081,1434,196,531
80227,6,17,164,243,9,18,165,378,323,1163,354,405
374407,0,41,1,46,3,2,22,0,1,0,1,0
7351,3443,1707,3671,6430,2447,2927,3351,3135,3047,8210,1480,1852
7352,0,0,5,65,3,0,0,0,2,2,0,0
26005,179,172,218,193,98,801,594,477,482,672,132,32
51400,237,278,457,562,111,470,301,230,1155,901,907,458
283208,4,0,0,2,0,1,1,3,1,2,4,0
101928580,0,1,0,0,0,1,0,1,3,1,3,1
283209,404,491,391,1117,241,696,274,993,314,1304,217,200
100616215,0,0,0,0,0,0,0,0,39,0,0,0
10008,7,1,3,1,0,2,3,1,1,2,6,2
387787,0,133,0,82,5,0,0,14,0,216,153,0
100287896,79,3,15,52,28,3,0,3,0,0,0,28
10714,343,120,101,671,496,302,126,176,577,751,197,279
25884,0,0,0,1,2,0,4,1,0,0,1,1
100616402,0,0,0,0,0,0,0,0,0,0,0,0
254225,156,165,128,275,95,147,218,221,409,184,243,232
143570,110,209,105,208,64,69,211,18,407,66,33,280
9789,11721,4061,4382,6739,9766,12899,5634,7543,8630,12327,8354,4755
10825,28,1,6,1,95,8,0,43,29,29,1,0
341152,0,0,0,0,1,0,0,0,1,0,0,0
11309,0,0,0,0,0,0,0,0,0,0,0,0
100507050,0,0,0,0,0,0,0,0,0,0,0,0
408,0,13,43,83,70,7,8,9,94,132,66,146
442900,1,0,0,0,0,0,0,0,0,0,0,0
6188,20923,14219,17655,28067,21729,34760,29615,26242,32870,55131,16770,19104
6079,3,0,0,1,29,0,0,0,38,0,0,12
114599,0,0,0,0,0,0,0,0,0,0,0,1
283212,0,0,0,0,0,0,99,0,0,0,0,0
81544,0,8,3,1,7,52,2,23,1,99,13,38
871,0,2,0,96,2,4,23,0,35,0,0,20
4135,3,0,1,0,0,0,4,0,1,0,2,0
80168,0,0,1,0,1,1,0,0,0,0,0,0
283214,0,1,0,0,0,0,1,1,0,0,0,3
84649,1,2,0,0,0,0,0,0,0,0,0,2
7405,783,391,565,374,217,387,928,664,840,1048,579,263
7481,5,1,2,1,5,1,12,0,1,1,3,0
100189072,0,24,0,0,0,0,0,0,4,3,0,0
100189224,0,0,0,0,0,0,0,0,0,0,0,0
5612,1406,1037,878,1279,1255,798,2253,1274,1174,1950,2188,1168
100506127,1,104,43,2,62,38,62,2,5,93,3,7
56946,588,223,733,354,603,1001,752,272,1060,1434,516,958
2615,0,74,0,228,0,3,0,76,1,491,2,20
390226,3,2,0,0,0,2,0,0,1,2,0,0
25987,0,0,0,0,0,0,0,3,0,3,0,0
101928837,0,0,0,0,0,0,0,0,0,0,0,0
55331,559,336,158,847,406,289,173,421,625,640,148,391
192134,0,0,1,0,0,1,0,0,0,0,0,1
726,0,0,0,0,0,0,87,0,1,0,0,0
4975,0,0,0,0,0,0,0,0,0,0,0,0
4647,59,0,1,0,0,2,0,0,0,3,0,0
220032,5,1,2,0,7,6,7,5,6,2,12,8
5058,414,196,134,417,625,303,420,285,451,1261,196,141
646029,1,0,0,1,0,1,2,1,1,2,4,0
282679,15,0,36,80,0,153,85,0,246,34,4,0
1207,610,589,303,814,1089,752,475,964,1508,1097,762,404
51773,1269,1468,1501,990,1099,1492,1602,1494,3053,2207,1139,1194
28971,504,290,418,201,858,810,525,500,1108,250,1171,243
92105,380,34,526,636,237,588,515,407,539,1265,501,310
100532726,0,0,0,0,0,0,0,0,0,0,0,0
65987,0,0,0,0,0,0,0,0,0,0,0,0
7069,0,0,1,1,0,2,0,0,0,1,2,0
4718,1262,389,472,988,912,982,563,972,873,1676,750,421
79053,1687,983,593,656,850,2180,644,82,2041,2469,1030,1404
100289388,1,4,0,0,0,0,32,0,0,0,0,96
283219,64,5,246,105,55,405,33,56,214,240,39,46
57558,30,1,2,0,31,0,2,0,0,10,2,14
9846,4,7,5,33,15,38,3,6,12,2,33,26
101928865,8,0,0,6,1,2,0,0,0,0,0,0
79731,188,77,43,88,300,695,383,163,259,584,84,268
101928896,0,4,12,3,50,24,0,0,2,1,0,1
26011,6,4,2,5,1,6,1,0,4,1,12,3
100126333,0,0,0,0,0,0,0,0,0,0,0,0
100847000,0,0,0,0,0,0,0,0,0,0,0,0
101928944,0,0,1,0,3,2,0,0,2,1,0,0
101928989,0,0,1,0,0,0,0,0,0,0,0,1
100422823,0,0,0,0,2,0,0,0,1,0,0,0
220382,0,0,0,0,0,0,0,0,0,0,0,0
5547,504,606,1308,1750,1459,2178,896,1150,1562,3135,636,1697
220042,3,26,8,250,45,554,7,99,56,41,2,7
27314,2050,349,305,1589,689,877,448,572,415,1209,1023,251
100379250,40,0,0,0,0,0,0,5,0,0,0,0
100506233,882,98,288,492,260,440,289,241,803,649,490,173
51585,1169,754,1606,1990,1151,1121,2811,794,2156,1126,1728,1191
338699,111,155,286,272,525,384,448,239,612,212,286,311
60492,1745,633,545,1506,1692,2526,625,800,1261,3304,1006,880
1740,30,4,6,3,35,13,0,7,12,6,124,36
55863,1851,987,365,1294,1783,2516,2138,2031,2921,2253,2024,1497
84233,4513,2315,2281,3847,3130,5108,3523,2574,5258,5674,3481,3210
58487,704,472,1179,223,1508,480,697,487,614,1285,323,723
220388,3,0,2,0,112,0,0,0,0,0,0,0
54843,540,508,1592,1106,1553,1659,1984,806,2548,1575,3386,553
220047,0,0,0,3,5,3,55,1,0,89,2,0
8301,643,124,417,256,172,578,768,461,909,1257,216,289
8726,3545,1772,1441,1473,2241,2532,2354,1399,3599,3781,2420,2094
102465452,0,0,0,0,0,0,0,0,0,0,0,0
51501,2438,2433,1046,2046,3197,5274,2538,914,4567,3355,2551,1566
60494,0,2,0,1,3,0,2,0,1,2,3,3
10873,0,1,44,113,1,0,0,0,1,2,1,0
11098,4,2,1,9,1,8,11,0,14,4,8,11
8587,3,1,0,1,1,0,0,1,0,0,0,0
8322,5,5,7,1,1,4,0,0,4,0,9,0
100506368,0,0,0,2,0,2,0,0,0,0,4,0
65084,762,79,289,234,486,88,307,538,942,224,147,75
23682,6,0,479,3,533,2,102,0,341,436,369,0
100423040,0,0,0,0,0,0,0,0,0,0,0,0
